"V1" "V2" "V3" "V4"
"3413" "BFSP1" "GO:0008150" "biological_process" "Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end."
"3414" "BFSP1" "GO:0048469" "cell maturation" "A developmental process, independent of morphogenetic (shape) change, that is required for a cell to attain its fully functional state."
"3415" "BFSP1" "GO:0070307" "lens fiber cell development" "The process whose specific outcome is the progression of a lens fiber cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a lens fiber cell fate. A lens fiber cell is any of the elongated, tightly packed cells that make up the bulk of the mature lens in a camera-type eye."
"3416" "STK4" "GO:0000287" "magnesium ion binding" "Interacting selectively and non-covalently with magnesium (Mg) ions."
"3417" "STK4" "GO:0000902" "cell morphogenesis" "The developmental process in which the size or shape of a cell is generated and organized."
"3418" "STK4" "GO:0001569" "patterning of blood vessels" "The process that regulates the coordinated growth and sprouting of blood vessels giving rise to the organized vascular system."
"3419" "STK4" "GO:0001841" "neural tube formation" "The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system."
"3420" "STK4" "GO:0001934" "positive regulation of protein phosphorylation" "Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."
"3421" "STK4" "GO:0003157" "endocardium development" "The process whose specific outcome is the progression of the endocardium over time, from its formation to the mature structure. The endocardium is an anatomical structure comprised of an endothelium and an extracellular matrix that forms the innermost layer of tissue of the heart, and lines the heart chambers."
"3422" "STK4" "GO:0004672" "protein kinase activity" "Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"3423" "STK4" "GO:0004674" "protein serine/threonine kinase activity" "Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."
"3424" "STK4" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"3425" "STK4" "GO:0005524" "ATP binding" "Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"3426" "STK4" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"3427" "STK4" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"3428" "STK4" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"3429" "STK4" "GO:0005829" "cytosol" "The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"3430" "STK4" "GO:0006468" "protein phosphorylation" "The process of introducing a phosphate group on to a protein."
"3431" "STK4" "GO:0006915" "apoptotic process" "A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."
"3432" "STK4" "GO:0007165" "signal transduction" "The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"3433" "STK4" "GO:0007346" "regulation of mitotic cell cycle" "Any process that modulates the rate or extent of progress through the mitotic cell cycle."
"3434" "STK4" "GO:0007417" "central nervous system development" "The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."
"3435" "STK4" "GO:0008134" "transcription factor binding" "Interacting selectively and non-covalently with a transcription factor, any protein required to initiate or regulate transcription."
"3436" "STK4" "GO:0008285" "negative regulation of cell proliferation" "Any process that stops, prevents or reduces the rate or extent of cell proliferation."
"3437" "STK4" "GO:0016604" "nuclear body" "Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."
"3438" "STK4" "GO:0018105" "peptidyl-serine phosphorylation" "The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."
"3439" "STK4" "GO:0023014" "signal transduction by protein phosphorylation" "A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate."
"3440" "STK4" "GO:0030216" "keratinocyte differentiation" "The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."
"3441" "STK4" "GO:0031098" "stress-activated protein kinase signaling cascade" "A series of molecular signals in which a stress-activated protein kinase (SAPK) cascade relays one or more of the signals."
"3442" "STK4" "GO:0032092" "positive regulation of protein binding" "Any process that activates or increases the frequency, rate or extent of protein binding."
"3443" "STK4" "GO:0033138" "positive regulation of peptidyl-serine phosphorylation" "Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine."
"3444" "STK4" "GO:0035329" "hippo signaling" "The series of molecular signals mediated by the serine/threonine kinase Hippo or one of its orthologs. In Drosophila, Hippo in complex with the scaffold protein Salvador (Sav), phosphorylates and activates Warts (Wts), which in turn phosphorylates and inactivates the Yorkie (Yki) transcriptional activator. The core fly components hippo, sav, wts and mats are conserved in mammals as STK4/3 (MST1/2), SAV1/WW45, LATS1/2 and MOB1."
"3445" "STK4" "GO:0035556" "intracellular signal transduction" "The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
